,Title,Published_date,Views,Likes,Comments,Month
392,Routh-Hurwitz Criteria (Special Case 1),2021-11-08,104236,1508,61,Nov
393,The Chinese Remainder Theorem (Solved Example 1),2021-11-07,287195,5013,130,Nov
394,Routh-Hurwitz Criteria,2021-11-06,108566,1793,43,Nov
395,References to const in C++,2021-11-05,14133,272,15,Nov
396,Introduction to Stability Analysis,2021-11-03,103640,1534,47,Nov
397,Extended Euclidean Algorithm (Solved Example 3),2021-11-02,31733,395,16,Nov
398,Application of Stacks (Nested Brackets) - Part 1,2021-10-31,25908,445,41,Oct
399,Extended Euclidean Algorithm (Solved Example 2),2021-10-30,38552,414,22,Oct
400,const Qualifier in C++,2021-10-29,16570,335,11,Oct
401,Extended Euclidean Algorithm (Solved Example 1),2021-10-28,129754,1620,34,Oct
402,Abstract Classes & Interfaces | Chapter-9 | Java Programming | nesoacademy.org,2021-10-27,19069,119,22,Oct
403,Compound Types in C++ (Pointers),2021-10-27,13186,278,12,Oct
404,Analogous Systems (Solved Problem 2),2021-10-26,27186,425,33,Oct
405,Inheritance & Polymorphism | Chapter-8 | Java Programming | nesoacademy.org,2021-10-25,25801,144,18,Oct
406,Partial Orderings (Solved Problems) - Set 1,2021-10-25,41129,636,36,Oct
407,Multiplicative Inverse,2021-10-24,120794,1669,46,Oct
408,Introduction to Partial Ordering,2021-10-23,125788,2377,53,Oct
409,Analogous Systems (Solved Problem 1),2021-10-22,28327,372,12,Oct
410,Primitive Roots,2021-10-21,65767,936,46,Oct
411,Euler's Theorem,2021-10-20,90452,1033,16,Oct
412,Compound Types in C++ (References),2021-10-19,16565,326,26,Oct
413,Fermat's Little Theorem,2021-10-18,115564,1705,54,Oct
414,Equivalent Mechanical Systems,2021-10-17,24712,379,11,Oct
415,Euler’s Totient Function (Solved Examples),2021-10-16,69276,1232,72,Oct
416,Euler’s Totient Function (Phi Function),2021-10-15,127891,1817,27,Oct
417,Nested Scopes in C++,2021-10-14,12464,217,12,Oct
418,Scope of a Name in C++,2021-10-13,18541,313,12,Oct
419,Equivalence Classes and Partitions (Solved Problems),2021-10-12,21972,284,7,Oct
420,Relatively Prime (Co-Prime) Numbers,2021-10-11,56293,864,24,Oct
421,Equivalence Classes and Partitions,2021-10-10,59573,917,17,Oct
422,Force-Current Analogy,2021-10-09,31536,439,7,Oct
423,GCD - Euclidean Algorithm (Method 2),2021-10-08,79377,1273,49,Oct
424,Modulus of Negative Numbers,2021-10-07,57848,914,38,Oct
425,Identifiers in C++,2021-10-06,26607,499,19,Oct
426,GCD - Euclidean Algorithm (Method 1),2021-10-05,302787,4709,158,Oct
427,Analogous Systems,2021-10-04,59067,829,20,Oct
428,Directory-based Cache Coherency Protocol,2021-10-03,24628,446,15,Oct
429,Stacks (Program 5),2021-10-02,14896,299,41,Oct
430,Variables in C++,2021-10-01,44628,854,33,Oct
431,Snooping-based Cache Coherency Protocol,2021-09-30,35147,516,11,Sep
432,Congruence Modulo m,2021-09-29,128850,2160,88,Sep
433,Translational Mechanical Systems (Solved Problem 2),2021-09-28,51519,677,44,Sep
434,Escape Sequences in C++,2021-09-27,28457,575,32,Sep
435,Cache Coherence Problem & Cache Coherency Protocols,2021-09-26,59040,967,15,Sep
436,Modular Exponentiation (Part 2),2021-09-25,77973,1306,53,Sep
437,Equivalence Classes,2021-09-24,149742,3443,70,Sep
438,Translational Mechanical Systems (Solved Problem 1),2021-09-23,74076,1014,20,Sep
439,Equivalence Relation (GATE Problem),2021-09-22,9902,137,5,Sep
440,Stacks (Program 4) – Part 7,2021-09-21,8732,194,27,Sep
441,Stacks (Program 4) – Part 6,2021-09-20,8959,192,8,Sep
442,Modular Exponentiation (Part 1),2021-09-19,186964,2269,110,Sep
443,Stacks (Program 4) – Part 5,2021-09-18,9751,224,16,Sep
444,LRU Cache Replacement Policy - Solved PYQs,2021-09-17,15175,210,9,Sep
445,Literals in C++,2021-09-16,24872,514,28,Sep
446,Translational Mechanical Systems (Solved Example),2021-09-15,79399,1105,28,Sep
447,Modular Arithmetic (Part 2),2021-09-14,71688,1071,14,Sep
448,Stacks (Program 4) – Part 4,2021-09-13,10894,196,22,Sep
449,"Cache Replacement Policies - MRU, LRU, Pseudo-LRU, & LFU",2021-09-13,31605,416,21,Sep
450,File Handling | Chapter-14 | C Programming | nesoacademy.org,2021-09-12,44609,418,28,Sep
451,Equivalence Relation (GATE Problems) - Set 2,2021-09-11,11169,158,9,Sep
452,Translational Mechanical Systems,2021-09-10,49016,748,10,Sep
453,Stacks (Program 4) – Part 3,2021-09-09,12411,231,18,Sep
454,Modular Arithmetic (Part 1),2021-09-08,184160,2600,124,Sep
455,Equivalence Relation (GATE Problems) - Set 1,2021-09-07,14310,191,9,Sep
456,Additional Relational Algebra Operations,2021-09-06,72359,903,27,Sep
457,"Cache Replacement Policies - RR, FIFO, LIFO, & Optimal",2021-09-05,37237,522,15,Sep
458,Equivalence Relation (Solved Problems),2021-09-04,42998,759,19,Sep
459,Prime Numbers in Cryptography,2021-09-03,50042,675,14,Sep
460,Stacks (Program 4) – Part 2,2021-09-02,14772,223,12,Sep
461,Equivalence Relation,2021-09-01,122474,2331,77,Sep
462,Modelling of Mechanical Systems,2021-08-31,86124,1332,24,Aug
463,Relational Algebra Operations - Binary,2021-08-30,149584,2402,45,Aug
464,Abstract Algebra and Number Theory,2021-08-29,49713,633,7,Aug
465,Stacks (Program 4) – Part 1,2021-08-28,23631,380,31,Aug
466,Type Conversions in C++,2021-08-27,42982,787,36,Aug
467,Cache Design - An Overview,2021-08-26,33719,551,12,Aug
468,Closure of Relations - GATE Problem,2021-08-25,11266,182,8,Aug
469,Closure of Relations (Solved Problems) - Set 2,2021-08-24,24350,389,6,Aug
470,Cryptography (Solved Questions),2021-08-23,21563,276,9,Aug
471,Modelling of Electrical Systems (Solved Problem),2021-08-22,27544,306,25,Aug
472,Linked List Implementation of Stacks (Part 3),2021-08-21,39938,740,27,Aug
473,Modelling of Electrical Systems (Solved Example 2),2021-08-20,34671,431,16,Aug
474,Machine-Level Representation of Built-in Types in C++,2021-08-19,18924,403,23,Aug
475,Set Associative Mapping – Bonus PYQs,2021-08-18,8454,111,6,Aug
476,Linked List Implementation of Stacks (Part 2),2021-08-17,67715,1169,37,Aug
477,Signed and Unsigned Types in C++,2021-08-14,56043,1310,37,Aug
478,Relational Algebra Operations - Set Theory,2021-08-13,80535,1252,25,Aug
479,LSB Steganography - Demo,2021-08-12,52565,961,26,Aug
480,Warshall's Algorithm (Finding the Transitive Closure),2021-08-11,150872,3686,94,Aug
481,Primitive Built-in Types in C++,2021-08-10,23393,405,23,Aug
482,Modelling of Electrical Systems (Solved Example 1),2021-08-09,46556,517,20,Aug
483,Cache Memory Mapping – Solved PYQ,2021-08-08,11843,139,12,Aug
484,Linked List Implementation of Stacks (Part 1),2021-08-07,121749,2110,52,Aug
485,Closure of Relations (Solved Problems) - Set 1,2021-08-06,22114,369,9,Aug
486,Relational Algebra Operations - Unary,2021-08-05,203872,3596,71,Aug
487,Stacks (Program 3),2021-08-04,22135,458,19,Aug
488,Cache Memory Mapping – A Comparative Study,2021-08-03,23556,323,10,Aug
489,Stacks (Program 2) – Part 2,2021-08-03,15997,329,14,Aug
490,Modelling of Physical Systems,2021-08-02,59337,769,10,Aug
491,Closure of Relations – Part 2,2021-08-01,53645,1077,27,Aug
492,Steganography,2021-07-31,75393,1142,32,Jul
493,Stacks (Program 2) – Part 1,2021-07-30,18694,341,15,Jul
494,Limitations of Mason’s Gain Rule,2021-07-29,24309,367,11,Jul
495,Indentation and Formatting of C++ Programs,2021-07-28,26252,438,22,Jul
496,Closure of Relations – Part 1,2021-07-27,82208,1389,15,Jul
497,Row Column Transposition Ciphering Technique,2021-07-26,150798,2019,52,Jul
498,Set Associative Mapping – Solved PYQs (Part 2),2021-07-25,10457,120,1,Jul
499,Rail Fence Technique,2021-07-24,110424,1747,101,Jul
500,Stacks (Program 1) – Part 3,2021-07-23,20265,374,20,Jul
501,C++ Program to Count Number of Consecutive Inputs,2021-07-22,38063,579,44,Jul
502,Set Associative Mapping – Solved PYQs (Part 1),2021-07-21,13726,166,17,Jul
503,Representation of Relations,2021-07-20,84645,1426,28,Jul
504,Mass Storage Structure | Chapter-12 | Operating System | nesoacademy.org,2021-07-20,20048,116,13,Jul
505,Stacks (Program 1) – Part 2,2021-07-19,26809,444,14,Jul
506,Process Synchronization - Problem 5,2021-07-19,21885,252,11,Jul
507,Process Synchronization - Problem 4,2021-07-19,19120,255,4,Jul
508,Stacks (Program 1) – Part 1,2021-07-18,83152,1339,24,Jul
509,Process Synchronization - Problem 3,2021-07-18,21593,282,11,Jul
510,File System Implementation | Chapter-11 | Operating System | nesoacademy.org,2021-07-17,14964,52,2,Jul
511,Composition of Relation with Itself,2021-07-17,49945,851,18,Jul
512,Process Synchronization - Problem 2,2021-07-17,27437,380,12,Jul
513,File Systems | Chapter-10 | Operating System | nesoacademy.org,2021-07-16,20923,63,5,Jul
514,One Time Pad,2021-07-16,99278,1243,20,Jul
515,Virtual Memory | Chapter-9 | Operating System | nesoacademy.org,2021-07-16,22638,68,8,Jul
516,Process Synchronization - Problem 1,2021-07-16,46268,511,11,Jul
517,Main Memory | Chapter-8 | Operating System | nesoacademy.org,2021-07-15,33482,95,9,Jul
518,Dining Philosophers Solution using Monitors,2021-07-15,71554,1333,26,Jul
519,Deadlocks | Chapter-7 | Operating System | nesoacademy.org,2021-07-14,81938,356,41,Jul
520,Signal Flow Graphs (Solved Problem 4),2021-07-14,28612,355,31,Jul
521,Monitors,2021-07-14,122120,1921,26,Jul
522,Application Layer & Security | Chapter-8 | Computer Networks | nesoacademy.org,2021-07-13,22995,115,23,Jul
523,Exercises based on Relational Model – Part 2,2021-07-13,32592,398,31,Jul
524,Transport Layer | Chapter-7 | Computer Networks | nesoacademy.org,2021-07-13,22746,90,6,Jul
525,The Dining Philosophers Problem,2021-07-13,204137,3990,83,Jul
526,NAT & IPv6 | Chapter-6 | Computer Networks | nesoacademy.org,2021-07-12,17744,62,2,Jul
527,Set Associative Mapping – Solved Examples (Part 2),2021-07-12,18368,211,7,Jul
528,The Readers Writers Problem,2021-07-12,156884,2948,65,Jul
529,nesoacademy.org is live,2021-07-11,10081,373,63,Jul
530,The Bounded Buffer Problem,2021-07-10,175574,3271,45,Jul
531,Routing Protocols | Chapter-5 | Computer Networks | nesoacademy.org,2021-07-09,25485,93,7,Jul
532,Polyalphabetic Cipher (Vernam Cipher),2021-07-09,82259,923,17,Jul
533,Network Layer Protocols | Chapter-4 | Computer Networks | nesoacademy.org,2021-07-09,30823,115,7,Jul
534,Disadvantages of Semaphores,2021-07-09,87609,1540,21,Jul
535,Exercises based on Relational Model – Part 1,2021-07-08,42841,546,9,Jul
536,Logical Addressing & Subnetting | Chapter-3 | Computer Networks | nesoacademy.org,2021-07-08,15834,99,5,Jul
537,Semaphores,2021-07-08,293190,5360,114,Jul
538,Set Associative Mapping – Solved Examples (Part 1),2021-07-07,49228,594,16,Jul
539,Test and Set Lock,2021-07-07,142984,2606,59,Jul
540,Signal Flow Graphs (Solved Problem 3),2021-07-06,33595,436,47,Jul
541,Peterson’s Solution,2021-07-06,245293,4978,122,Jul
542,Update Operations/Dealing with Constraint Violations,2021-07-05,50158,777,21,Jul
543,The Critical-Section Problem,2021-07-04,194819,3558,36,Jul
544,Stacks (Important Questions) – Set 2,2021-07-04,27333,579,26,Jul
545,Process Synchronization,2021-07-03,215625,3274,50,Jul
546,Polyalphabetic Cipher (Vigenère Cipher),2021-07-03,208843,2705,36,Jul
547,Composition of Relations,2021-07-02,97206,1753,43,Jul
548,Set Associative Mapping,2021-07-02,89522,1252,25,Jul
549,Relational Model Constraints,2021-07-01,108019,1696,25,Jul
550,Stacks (Important Questions) – Set 1,2021-06-30,41027,700,19,Jun
551,Signal Flow Graphs (Solved Problem 2),2021-06-30,39948,507,64,Jun
552,Array Implementation of Stacks (Part 4),2021-06-29,68604,1411,35,Jun
553,Hill Cipher (Decryption),2021-06-29,191112,2497,80,Jun
554,Operations on Relations,2021-06-28,36439,582,20,Jun
555,Associative Mapping – Solved PYQ,2021-06-28,17094,214,6,Jun
556,The 'else-if' Statement in C++,2021-06-27,29388,593,26,Jun
557,Characteristics of Relations,2021-06-26,68721,1046,20,Jun
558,Associative Mapping – Solved Examples,2021-06-25,39263,495,10,Jun
559,Signal Flow Graphs (Solved Problem 1),2021-06-24,76614,1006,37,Jun
560,Array Implementation of Stacks (Part 3),2021-06-23,87139,1599,48,Jun
561,Introduction to Relational Data Model,2021-06-22,200266,3179,36,Jun
562,The 'if-else' Statement in C++,2021-06-21,54819,895,29,Jun
563,Associative Mapping,2021-06-20,76853,923,18,Jun
564,Mason’s Gain Rule (Solved Example 2),2021-06-19,65488,730,85,Jun
565,Hill Cipher (Encryption),2021-06-18,295244,3509,91,Jun
566,Exercises based on ER Model Concepts (Part 2),2021-06-17,58470,643,12,Jun
567,Array Implementation of Stacks (Part 2),2021-06-16,118526,2346,60,Jun
568,Reading an Unknown Number of Inputs in C++,2021-06-15,42525,791,28,Jun
569,Direct Memory Mapping – Hardware Implementation,2021-06-14,38448,454,18,Jun
570,Array Implementation of Stacks (Part 1),2021-06-13,198701,3745,53,Jun
571,Mason’s Gain Rule (Solved Example 1),2021-06-12,104670,1375,34,Jun
572,Playfair Cipher (Solved Question),2021-06-11,60993,882,60,Jun
573,Exercises based on ER Model Concepts (Part 1),2021-06-10,164472,1934,32,Jun
574,Direct Memory Mapping – Solved PYQs (Part 3),2021-06-09,24164,264,8,Jun
575,Mason’s Gain Rule,2021-06-09,147802,2029,34,Jun
576,Playfair Cipher (Part 2),2021-06-08,185377,2893,103,Jun
577,Introduction to Stacks,2021-06-07,279913,5583,84,Jun
578,Concept of Relationships in ER Diagram,2021-06-07,297650,4743,59,Jun
579,The 'for' Statement in C++,2021-06-06,50586,939,28,Jun
580,Direct Memory Mapping – Solved PYQs (Part 2),2021-06-05,29475,332,15,Jun
581,Adding Two Numbers using Linked Lists - Part 3,2021-06-05,12557,263,23,Jun
582,Playfair Cipher (Part 1),2021-06-04,294644,3577,33,Jun
583,Introduction to Signal Flow Graphs,2021-06-03,194058,2752,72,Jun
584,Database Design Process,2021-06-02,231548,3008,39,Jun
585,Adding Two Numbers using Linked Lists - Part 2,2021-06-01,11892,229,23,Jun
586,The 'while' Statement in C++,2021-05-31,69905,1350,54,May
587,Direct Memory Mapping – Solved PYQs (Part 1),2021-05-30,51459,565,18,May
588,Monoalphabetic Cipher,2021-05-29,206984,2833,108,May
589,Adding Two Numbers using Linked Lists - Part 1,2021-05-28,23849,424,39,May
590,Basic Concepts of Entity-Relationship Model,2021-05-27,473044,7541,83,May
591,Direct Memory Mapping – Solved Examples,2021-05-26,177758,2386,43,May
592,Comments in C++ (Exercise),2021-05-25,33168,642,31,May
593,Types of Relations (GATE Problems) - Set 2,2021-05-24,18226,299,41,May
594,Caesar Cipher (Part 2),2021-05-23,115558,1625,43,May
595,Block Diagram Reduction (Solved Problem 4),2021-05-22,43825,536,19,May
596,Comments in C++,2021-05-21,48378,854,66,May
597,Direct Memory Mapping,2021-05-21,189134,2952,53,May
598,DBMS Architecture,2021-05-20,107103,1270,37,May
599,Namespaces in C++,2021-05-19,135048,3061,100,May
600,Block Diagram Reduction (Solved Problem 3),2021-05-18,60583,672,23,May
601,Input and Output in C++,2021-05-17,171066,3543,140,May
602,Application of Linked List (Multiplication of Two Polynomials) - Improvements,2021-05-16,15201,332,20,May
603,Compiling & Executing C++ Programs (VS Code),2021-05-15,142126,1985,77,May
604,Introduction to Cache Memory,2021-05-14,117982,2096,25,May
605,Database System Environment,2021-05-13,87763,1174,21,May
606,Block Diagram Reduction (Solved Problem 2),2021-05-11,48132,487,28,May
607,Caesar Cipher (Part 1),2021-05-10,309906,4218,192,May
608,Compiling & Executing C++ Programs (Windows CMD),2021-05-09,90000,1326,67,May
609,Memory Interfacing – Solved PYQs,2021-05-08,64192,892,27,May
610,Block Diagram Reduction (Solved Problem 1),2021-05-08,69074,753,26,May
611,Application of Linked List (Multiplication of Two Polynomials),2021-05-07,33936,662,51,May
612,Classical Encryption Techniques,2021-05-06,104440,1662,20,May
613,"DBMS Languages, Interfaces & Classification",2021-05-06,87854,1269,23,May
614,Installing Source Code Editor and Compiler,2021-05-05,114450,1802,118,May
615,Types of Relations (GATE Problems) - Set 1,2021-05-05,24431,355,18,May
616,Block Diagram Reduction (Solved Example 2),2021-05-04,143181,1803,61,May
617,Application of Linked List (Addition of Two Polynomials),2021-05-04,115237,2239,69,May
618,Memory Hierarchy & Interfacing,2021-05-03,113680,1696,45,May
619,Writing a Simple C++ Program,2021-05-03,455273,10292,138,May
620,Brute Force Attack,2021-05-02,77144,1277,16,May
621,Introduction to C++ Programming,2021-05-01,410933,7228,242,May
622,Three-Schema Architecture & Data Independence,2021-04-30,177859,3190,56,Apr
623,Adverbs (Part 2),2021-04-29,5185,129,24,Apr
624,Introduction to Memory,2021-04-28,183997,2946,57,Apr
625,Cryptanalysis,2021-04-27,107652,1688,22,Apr
626,Fundamentals of Database Systems,2021-04-26,95790,1306,15,Apr
627,Application of Linked List (Polynomial Arithmetic) - Part 2,2021-04-25,57845,1159,61,Apr
628,Types of Relations (Solved Problem),2021-04-24,52305,849,49,Apr
629,Classifications of Computer Architecture,2021-04-23,168553,2478,32,Apr
630,Cryptography – Key Terms,2021-04-22,78409,1305,17,Apr
631,Adverbs (Part 1),2021-04-21,3488,65,2,Apr
632,Basics of Computer Architecture,2021-04-20,242908,3359,69,Apr
633,History of Database Applications,2021-04-20,66302,892,32,Apr
634,Types of Relations (Part 2),2021-04-19,117974,2210,31,Apr
635,Introduction to Computer Organization and Architecture (COA),2021-04-18,671078,7969,145,Apr
636,Cryptography,2021-04-17,216768,3874,66,Apr
637,Verbs (Part 4),2021-04-16,3846,85,7,Apr
638,Types of Relations (Part 1),2021-04-15,261899,4612,67,Apr
639,Network Security Model,2021-04-14,149131,2248,24,Apr
640,Advantages & Disadvantages of DBMS,2021-04-13,156484,2285,39,Apr
641,Introduction to Relations,2021-04-12,192623,2947,47,Apr
642,Verbs (Part 3),2021-04-11,3799,71,9,Apr
643,Block Diagram Reduction (Solved Example 1),2021-04-10,217124,2574,103,Apr
644,Security Mechanisms,2021-04-09,115574,1793,25,Apr
645,Verbs (Part 2),2021-04-08,3292,78,6,Apr
646,Set Operations (GATE and TIFR Problem),2021-04-07,10012,162,9,Apr
647,Security Services,2021-04-06,156796,2333,21,Apr
648,Verbs (Part 1),2021-04-05,4088,98,3,Apr
649,Block Diagram Reduction Rules - Part 2,2021-04-04,160610,2244,39,Apr
650,Security Attacks,2021-04-03,188111,3203,67,Apr
651,Set Operations (GATE Problems),2021-04-02,12091,173,10,Apr
652,The OSI Security Architecture,2021-03-31,135470,2046,16,Mar
653,Adjectives (Solved Questions),2021-03-30,3667,71,9,Mar
654,CIA Triad,2021-03-29,193749,3055,39,Mar
655,Symmetric Difference,2021-03-28,38111,597,9,Mar
656,Application Layer & Security | Chapter-8 | Computer Networks,2021-03-27,5536,61,10,Mar
657,Adjectives (Part 6),2021-03-27,2696,59,3,Mar
